Bookshelf with Knowledge on Fogans,2510,0,73,224000,1
Bookshelf with Knowledge on Giants,2529,0,45,187000,1
Bookshelf with Knowledge on Goblins,2503,0,189,187000,1
Bookshelf with Knowledge on Harpies,2528,0,122,187000,1
Bookshelf with Knowledge on Imps (Balenos),2502,0,288,187000,1
Bookshelf with Knowledge on Imps (Serendia),2509,0,13,187000,0
Bookshelf with Knowledge on Insect Monsters (Serendia),2507,0,4,217000,0
Bookshelf with Knowledge on Khurutos,2518,0,21,161000,1
Bookshelf with Knowledge on Monsters at Marni's House,2520,0,30,161000,1
Bookshelf with Knowledge on Monsters of Hexe Sanctuary,2525,0,142,280000,1
Bookshelf with Knowledge on Monsters of Lake Kaia,2524,0,51,161000,0
Bookshelf with Knowledge on Monsters of the Mansha Forest,2522,0,309,187000,1
Bookshelf with Knowledge on Monsters of the Quarry,2531,0,44,187000,0
Bookshelf with Knowledge on Monsters of the Quint Hill,2519,0,6,226000,0
Bookshelf with Knowledge on Monsters of the Refugee Camp,2532,0,81,187000,0
Bookshelf with Knowledge on Monsters of the Ruins,2526,0,24,187000,1
Bookshelf with Knowledge on Nagas,2511,0,96,224000,0
Bookshelf with Knowledge on Plant Monsters (Calpheon),2517,0,15,187000,0
Bookshelf with Knowledge on Plant Monsters (Serendia),2506,0,16,217000,0
Bookshelf with Knowledge on Red Orcs,2512,0,60,224000,1
Bookshelf with Knowledge on Rhutums,2523,0,47,224000,0
Bookshelf with Knowledge on Saunils,2521,0,22,226000,0
Bookshelf with Knowledge on the Al Rhundi Rebels,2513,0,59,161000,1
Bookshelf with Knowledge on the Exiles of Mediah,2504,0,30,161000,1
Bookshelf with Knowledge on the Followers of Kzarka,2515,0,62,217000,1
Bookshelf with Knowledge on the Secret Societies,2527,0,12,161000,1
Bookshelf with knowledge on the Steppes (Kamasylvia),2533,0,1767,373000,1
Borscht,9408,95,196556,14800,28
Bottle of River Water,6653,0,102931238,5850,71748
Bottle of Sea Water,6652,0,15384838,2050,3183
Bouquet Mushroom,5489,6584,160513,419,1
Bouquet Mushroom Hypha,6927,19,4071,4610,1
Bracing Spirit Perfume Elixir,872,0,7472,2080000,195
Bracken,5532,0,30710871,7350,30142
Brady's Nutritious Feed,59307,3150,17487356,116000,10171
Brass Ingot,4066,17693,180906408,33600,42912
Breath of Narcion,56221,81,21908,19200000,119
Breath of Omua,65212,0,295,17800000,5
Breezy Conch Seaweed,50809,0,4348369,2330000,2225
Breezy White Coral,6526,55,26354,421000,20
Breezy White Coral Belt,12325,0,435,2630000,1
Brilliant Blue Coral Belt,12309,0,319,349000,0
Brilliant Golden Coral Belt,12319,0,697,349000,1
Brilliant Green Coral Belt,12314,0,115,349000,0
Brilliant Opal,4265,5911,2622686,150000,1644
Brilliant Red Coral Belt,12304,0,292,349000,0
Brilliant White Coral Belt,12324,0,58,349000,0
Bronze Dagger,10303,5,1342478,46800,43
Bronze Goblet,24837,0,2506,32800,1
Bronze Hoe,16114,0,116366,74500,22
Bronze Ingot,4067,18793,186191171,18900,40285
Brutal Death Elixir,687,0,583158,625000,1084
Bumpy Seed,6948,0,1280,90000,1
Bunch of Dried Roses,24619,0,12569,70000,7
Bunch of Dry Mane Grass,5424,10,16185,1220,9
Bunch of Fire Flake Flowers,5423,0,52545,1280,21
Bunch of Garlic,24621,0,4902,103000,2
Bunch of Silk Honey Grass,5425,121064,5085643,610,4299
Bunch of Silver Azaleas,5422,2965,11073081,700,5542
Butter,9063,23005,217791106,4370,130456
Butter-Roasted Lobster,9477,0,443502,52500,43
Byproduct Fertilizer,16902,0,4372982,3660,2227
Cabbage,7318,0,9148261,3510,1592
Cactus Rind,4612,0,91414211,362,39396
Cactus Sap,5016,12103,7739544,1700,3134
Cactus Thorn,4683,1676,6840787,4170,3993
Caged Owl,25002,8,13151,46600,5
Calpheon Fishing Rod,16164,0,90097,3320000,30
Calpheon Handcrafted Bed,2706,0,17784,2700000,4
Calpheon Handcrafted Cabinet,2016,0,12544,187000,2
Calpheon Handcrafted Chair,2306,0,34640,79500,7
Calpheon Handcrafted Dining Table,2206,0,7216,213000,1
Calpheon Handcrafted Drawer,2006,92,11858,270000,8
Calpheon Handcrafted Sofa,2313,0,22542,3730000,3
Calpheon Handcrafted Table,2216,0,13368,277000,1
Calpheon Handcrafted Wardrobe,2106,76,21192,303000,9
Calpheon Meal,9605,30656,16298321,35900,7357
Calpheon Rowboat Cargo Container,49202,0,795,295000,1
Calpheon Rowboat Decoration,49402,0,324,317000,0
Calpheon Rowboat Prow,49302,0,1027,294000,0
Calpheon Traditional Alchemy Tool,3732,0,53320,1070000,13
Calpheon Traditional Cooking Utensil,3742,0,167443,680000,33
Candle on a Pile of Books,24255,0,1246,1680000,1
Cannonball,56003,0,1163457,89500,469
Caphras Stone,721003,0,335591130,2800000,480461
Capturing Rope,212,328,1941324,1360,896
Carrot,54001,1566,20128811,280,5156
Carrot Confit,9321,12784,9890340,50000,9387
Carrot Seed,6707,11526,367913,1450,67
Carta Craftsman's Clothes,705516,0,3549,8200000,2
Carta Gatherer's Clothes,705515,0,17228,8050000,8
Cauldron on a Holder,24610,1252,20031,2830,4
Cedar Plank,4666,42760,207761379,7650,38373
Cedar Plywood,4667,13298,236063695,30300,75867
Cedar Sap,5010,0,203382856,9250,81615
Cedar Timber,4607,15021,1583053397,2800,818509
Celerity Draught,796,138,379345,2350000,293
Centaurus Belt,12229,104,1019616,17900000,902
Chanterelle,5544,0,92852,3770,1189
Chanterelle and Potato Stew,9341,0,27604,11900,783
Chanterelle Hypha,8934,0,2174,11600,21
Chanterelle Porridge,9345,0,10603,6650,18
Chanterelle Risotto,9349,0,27848,7400,636
Chanterelle Stew,9339,0,9130,6750,139
Cheap Feed,54016,0,5486009,525,985
Cheese,9062,22170,472222193,8050,331259
Cheese Gratin,9203,36938,93545729,27200,67919
Cheese Pie,9268,0,4664988,14000,2327
Cheetah Dragon Blood,6216,316,1158626,20900,239
Cheetah Dragon Hide,6016,701,281013,2590,10
Cheetah Dragon Meat,7915,134,433925,4300,89
Cherry,7314,0,430025,775,52
Chewy Cheese Gratin,9282,5003,68273199,51000,66456
Chewy Desert Dumpling,9453,588,109142,12500,0
Chewy Steamed Whale Meat,9457,3,2027,291000,1
Chicken Breast Salad,9335,32417,6408968,7850,14900
Chicken Feed,7028,0,27123,91000,41
Chicken Meat,7921,106100,1607220382,1590,945656
Chilled Coconut Cocktail,9310,16831,11903308,12900,4517
Chilled Delotia Juice,9328,0,1230567,16600,1345
Chowder,6394,0,390244,82000,91
Cinnamon,7348,113700,96349107,482,50011
Citron,7360,0,791160,3170,12485
Citron Candy,9378,0,249782,2240,4637
Citron Cider,9351,0,76408,2940,690
Citron Juice,9355,0,53005,2470,657
Citron Seed,6733,0,16996,3610,125
Citron Tea,9357,87,38213,635,363
Citron Vinegar,9353,0,35608,745,240
Classic Couscous,9305,2706,35403880,21800,24614
Clear Liquid Reagent,5301,48932,342770358,4870,345523
Cloud Mushroom,5410,36047,281592502,468,96550
Cloud Mushroom Hypha,6910,119,20820,9100,14
Clown's Blood,6353,657696,105918750,14100,23515
Coal,4007,42620,1507869692,1860,485291
Cobra Blood,6222,0,956870,22900,942
Coconut,7026,16300,326417983,2340,153722
Coconut Cocktail,9307,9975,57107347,4670,22589
Coconut Fried Fish,9309,234,6307204,9900,1608
Coconut Pasta,9308,20164,15217414,18300,4483
Cold Draft Beer,9283,0,447360335,6200,139600
Combined Magic Crystal - Gervish,15662,24183,208914,5900000,86
Combined Magic Crystal - Hoom,15664,59,348950,17800000,417
Combined Magic Crystal - Macalod,15663,4011,206763,5900000,162
Concentrated Grain Juice,567,628,7790030,85,1081
Concentrated Herbal Juice,570,25,16110460,625,1198
Concentrated Magical Black Gem,4987,242,13878374,9350000,5706
Concentrated Magical Black Stone (Armor),16005,6843,22204077,2100000,24189
Concentrated Magical Black Stone (Weapon),16004,5076,17057381,3380000,9332
Contorted Seed,6949,0,1749,44600,1
Cooking Honey,7702,36825,1965436734,1440,621760
Copper Ingot,4058,9810,95689681,9200,55120
Copper Ore,4003,23303,2207017891,780,835259
Coral Belt,12301,5,1955,20100,1
Coral Crystal,6533,0,7627,4240000,8
Coral Piece,6501,7135,115718440,8550,74153
Corn,7005,30448,966268942,1490,560615
Corn Dough,7205,19964,240874025,1940,142596
Corn Flour,7105,61414,318824654,1920,141399
Corn Seed,6809,77,80304,1830,70
Corrupt Oil of Immortality,1178,0,30,11000000,1
Corrupt Ruby Earrings,11905,2,36640,2630000,2
Corrupt Ruby Necklace,11705,5,27418,4980000,7
Corrupt Ruby Ring,12105,17,9231,2410000,1
Corrupted Magic Crystal,15672,242,253015,50500000,319
Cotton Drapeless Curtain,25620,23,31283,670000,8
Cotton Fabric,5855,50992,84378714,10300,40820
Cotton Tab Drapeless Curtain,25623,26,76217,655000,9
Cotton Wool,5801,41426,622652092,1650,253608
Cotton Yarn,5851,33661,69848436,2280,26390
Couscous,9220,36641,128021682,22700,93793
Cream,9061,31433,38056896,4910,10669
Crimson Glaives of the Sage,550501,5060,95081,1770000,10
Crio Fisher's Clothes,705074,0,3515,8200000,2
Crio's Fishing Chair,12831,9372,691125,243000,466
Crisp Pickled Citron and Onions,9362,5076,30191,15000,469
Crispy Coconut Fried Fish,9312,6574,1753240,15800,1153
Crispy Fried Fish,9429,9559,5580484,860,1131
Crispy Fried Vegetables,9271,634,289083,8300,255
Crispy Grilled Scorpion,9462,0,9812632,58000,12855
Crispy Honeycomb Cookie,9289,0,3436667,33700,2997
Crispy Meat Croquette,9438,18745,50569133,63500,26642
Crispy Stir-Fried Vegetables,9284,0,43367621,15300,42342
Crocodile Meat,9732,7182,1559800,19300,1141
Crow Noble Sword,13504,33,566632,48200,24
Crystal of Elkarr,15674,97,79440,71000000,262
Cup of a Lonely Cloud,8148,0,1185,1870000000,3
Cup of Arid Moonlight,8141,3570,20458,270000000,32
Cup of Dwindling Starlight,8149,0,5185,1870000000,8
Cup of Earth's Sorrows,8417,0,31,1870000000,0
Cup of Lone Tide,8181,0,469,1870000000,3
Cup of Tragic Nightfall,8182,0,1261,1870000000,3
Dalvenia Alrea,5486,598,248606,381,210
Dalvenia Alrea Seed,6926,0,6073,24700,1
Dandelion Aad Sphera,14802,12,24884,241000000,6
Dandelion Celestial Bo Staff,14742,1,9497,241000000,3
Dandelion Cestus,14830,15,23571,241000000,5
Dandelion Crescent Blade,14762,3,19464,241000000,5
Dandelion Crimson Glaives,550502,12,26486,241000000,9
Dandelion Gardbrace,14822,4,18434,241000000,6
Dandelion Godr Sphera,14812,12,19020,241000000,5
Dandelion Greatbow,13903,6,19852,241000000,4
Dandelion Greatsword,14702,6,18871,241000000,7
Dandelion Iron Buster,14722,7,10494,241000000,3
Dandelion Kamasylven Sword,14732,6,13254,241000000,5
Dandelion Kerispear,14772,1,12487,241000000,3
Dandelion Lancia,14752,1,11456,241000000,4
Dandelion Sah Chakram,14792,7,10899,241000000,3
Dandelion Scythe,14712,6,23339,241000000,6
Dandelion Sura Katana,14782,3,17592,241000000,5
Dandelion Vediant,14817,9,19432,241000000,7
Dark Blood Ruby Earrings,11904,45,18135,349000,2
Dark Blood Ruby Necklace,11704,0,7241,1370000,2
Dark Blood Ruby Ring,12104,0,3716,349000,0
Dark Pudding,9422,30703,29147202,32400,19065
Dark Red Fang Crystal - Armor,15670,0,51152,36300000,56
Dark Red Fang Crystal - Valor,15669,1,97948,39600000,77
Date Palm,7016,46940,1589424641,2160,1175304
Date Palm Wine,9219,26503,500257762,5900,392294
Dawn Earring,11855,5,76496,319000000,151
Dawn Fallen Silk,5865,402,179170,5650000,167
Daybreak Blue Coral,4479,440,395626,615000,342
Daybreak Blue Coral Belt,12310,0,755,2630000,1
Dead Tree Essence,5019,0,5383060,252000,16899
Deboreka Belt,12276,0,76,489000000,1
Deboreka Necklace,11653,0,2715,489000000,8
Deep Blue Hoof Root,50810,453,12218053,2330000,5608
Deep Sea Fruit,5217,0,221584,391000,238
Deer Blood,6201,18000,185685872,8500,351100
Deer Hide,6001,386674,9852767,965,34119
Deer Meat,7901,40849,389929448,17300,392881
Defense Elixir,716,15310,6427316,64500,2730
Delotia,5538,0,7618630,3790,4012
Delotia Juice,9327,0,4096227,9250,4003
Delotia Milk Tea,9329,5048,566619,20100,100
Delotia Powder,5605,0,1480620,14000,3409
Delotia Pudding,9325,9762,2948269,31300,6002
Delotia Seed,6728,0,156445,3610,151
Delotia Tart,9323,67,125756,14300,30
Desert Dumpling,9410,56,275387,4240,38
Desert Fogan Flower Pot,24231,0,3207,3040000,2
Desert Fogan Lamp,24232,0,8880,7450000,2
Desert Herb,5495,8908,20198,1520,4
Destruction Spirit Stone,45297,5,31661,1050000,28
Destruction Spirit Stone,45298,2076,1743721,875000,1357
Diamond,4463,5121,901939,17900,452
Diamond Necklace,11721,0,676,40200,0
Diamond Necklace of Fortitude,11725,1,14043,4980000,3
Dictyophora,5550,0,58010,3770,793
Dictyophora Hypha,8949,28,976,6550,9
Dim Magical Crystal: Alchemy,15040,30,72738,2000,9
Dim Magical Crystal: Combat,15035,15,213009,1120,13
Dim Magical Crystal: Cooking,15039,32,122634,2220,10
Dim Magical Crystal: Farming,15044,29,69758,4490,9
Dim Magical Crystal: Fishing,15037,22,152220,2350,11
Dim Magical Crystal: Gathering,15036,31,159459,1310,16
Dim Magical Crystal: Hunting,15038,26,81800,2620,11
Dim Magical Crystal: Karma,15034,19,249943,1100,14
Dim Magical Crystal: Processing,15041,21,110582,2000,9
Dim Magical Crystal: Sail,15045,4,15119,9150,3
Dim Magical Crystal: Trade,15043,33,84727,3970,8
Dim Magical Crystal: Training,15042,3,160204,945,17
Dim Tree Spirit's Armor,11017,12,105496,311000000,32
Distilled Water,6651,10423,18417913,3340,7685
Divine Fried Bird,9437,0,620071,5950,107
Dobart Armor,10890,32,53009,41100,3
Dobart Gloves,10891,4,288225,17300,6
Dobart Helmet,10889,16,242170,32900,3
Dobart Shoes,10892,9,119055,23300,3
Dohr Mareca,733204,31,10109,48200,14
Doll,24193,0,38841,215000,32
Dostter Steel Butcher Knife,720511,2,7208,8200000,5
Dostter Steel Fluid Collector,720509,0,3083,8200000,4
Dostter Steel Hoe,16540,1,4429,8200000,4
Dostter Steel Lumbering Axe,720508,1,3944,8200000,3
Dostter Steel Pickaxe,720512,0,2776,8200000,3
Dostter Steel Tanning Knife,720510,0,1914,8200000,3
Dragon Scale Fossil,44364,281193,30432500,216000,25731
Dragon Slayer Aad Sphera,702511,0,296,92000000,1
Dragon Slayer Celestial Bo Staff,702505,0,98,92000000,1
Dragon Slayer Cestus,702515,1,313,92000000,1
Dragon Slayer Crescent Blade,702507,1,249,92000000,0
Dragon Slayer Crimson Glaives,702516,0,380,92000000,1
Dragon Slayer Gardbrace,702514,0,238,92000000,1
Dragon Slayer Godr Sphera,702512,0,201,92000000,1
Dragon Slayer Greatbow,702533,1,328,92000000,1
Dragon Slayer Greatsword,702501,0,154,92000000,0
Dragon Slayer Iron Buster,702503,3,94,92000000,1
Dragon Slayer Kamasylven Sword,702504,0,134,92000000,1
Dragon Slayer Kerispear,702508,0,171,92000000,1
Dragon Slayer Lancia,702506,0,207,92000000,1
Dragon Slayer Sah Chakram,702510,0,148,92000000,0
Dragon Slayer Scythe,702502,0,227,92000000,1
Dragon Slayer Sura Katana,702509,1,216,92000000,1
Dragon Slayer Vediant,702513,0,230,92000000,1
Dressing,9006,0,93677776,1480,41140
Dried Amberjack,8506,0,125835,5150,36
Dried Amur Goby,8653,15,5876,8600,15
Dried Amur Ide,8651,0,6058,5800,14
Dried Amur Minnow,8642,50,182977,21700,54
Dried Angler,8526,822,213099,6900,81
Dried Arowana,8542,24,300673,7850,154
Dried Atka Mackerel,8633,0,45494,6800,3
Dried Barbel Steed,8589,0,665051,4550,153
Dried Basking Shark,8669,0,243,66000,1
Dried Bass,8545,0,325561,5450,43
Dried Beltfish,8503,0,1009676,6750,184
Dried Bigeye,8585,0,22650048,6700,10620
Dried Bitterling,8553,0,546144,2880,108
Dried Black Shiner,8657,165,1402,20700,0
Dried Blackfin Sweeper,8575,0,33736,3100,15
Dried Bleeker,8554,0,148236,2720,29
Dried Blue Tang,8603,0,4332246,6850,2302
Dried Bluefish,8573,0,8139409,6100,4076
Dried Bluegill,8548,0,60900,2690,6
Dried Bowfin,8675,0,22,27300,1
Dried Briar,54012,552,140487,295,85
Dried Bubble Eye,8591,0,657579,2300,110
Dried Burbot,8658,96,13211,16900,17
Dried Butterflyfish,8601,0,151692,3020,58
Dried Carp,8516,0,123301,9650,48
Dried Catfish,8519,0,90659,6400,8
Dried Cero,8556,737,1883805,12000,1293
Dried Chameleon Goby,8679,0,1088,4920,10
Dried Charr,8661,52,3807,16400,13
Dried Checkerboard Wrasse,8604,1196,1951385,15100,1157
Dried Cherry Icefish,8649,0,1748,6050,4
Dried Cherry Salmon,8522,0,130243,5600,49
Dried Clownfish,8602,0,7509553,4700,3445
Dried Common Bleak,8681,2,12,10200,1
Dried Common Minnow,8643,0,10147,6100,0
Dried Crab,8513,0,36033,2100,12
Dried Crawfish,8546,0,521297,5600,258
Dried Croaker,8558,0,27561,6100,14
Dried Crucian Carp,8517,0,391898,4440,10
Dried Cuttlefish,8634,0,522286,5400,94
Dried Cuvier,8523,44,6738,25000,12
Dried Dace,8547,0,299948,2390,76
Dried Dark Chub,8659,23,180875,10900,114
Dried Dark Sleeper,8674,0,90,10500,1
Dried Diamond Minnow,8641,0,44331,13700,16
Dried Dollarfish,8637,0,23534,5550,18
Dried Dolphinfish,8567,0,30509325,3440,13580
Dried Filefish,8534,0,22253923,3160,14117
Dried Flatfish,8560,0,5654712,3270,5665
Dried Flounder,8504,0,55022,5850,14
Dried Flower Icefish,8660,139,67049,36100,107
Dried Flying Fish,8529,0,21078354,6050,9383
Dried Fourfinger Threadfin,8586,0,186395,2000,90
Dried Freshwater Eel,8520,0,188578,5800,54
Dried Goby Minnow,8552,0,486034,2570,107
Dried Golden-Thread,8570,647,513614,9250,283
Dried Grass Carp,8656,50,6464,7300,13
Dried Grayling,8597,0,1319321,5850,171
Dried Green Sturgeon,8666,13,6229,16500,13
Dried Greenling,8559,0,23840,3490,19
Dried Grouper,8584,588,239149,10100,135
Dried Grunt,8561,339,638359,22700,146
Dried Gunnel,8569,0,25353,5550,7
Dried Gurnard,8579,0,1192753,3270,1468
Dried Herring,8562,0,936753,9500,67
Dried Horn Fish,8636,0,34741,4800,18
Dried Jellyfish,8514,0,200712,2880,79
Dried John Dory,8581,1529,4844200,11800,2568
Dried Korean Loach,8647,0,84278,6900,63
Dried Kuhlia Marginata,8599,0,143495,4840,46
Dried Lamprey,8671,105,695,23700,5
Dried Leather Carp,8587,168,76863,14300,33
Dried Lenok,8541,0,348928,6500,79
Dried Lobster,6521,0,1089262,117000,109
Dried Longsnout Catfish,8676,68,709,23300,12
Dried Mackerel,8528,0,1102527,5600,216
Dried Mackerel Pike,8635,0,133618,2150,52
Dried Mandarin Fish,8540,111,230864,20500,40
Dried Maomao,8577,3518,7434900,18500,4242
Dried Miho Spine Loach,8640,14,16190,19600,6
Dried Minnow,8648,0,6472,6700,1
Dried Moray,8629,96,509410,18600,62
Dried Mori,8655,147,6953,8850,8
Dried Mudfish,8551,0,234825,2780,58
Dried Mudskipper,8501,0,1222298,3190,249
Dried Mullet,8536,0,58661889,3160,29464
Dried Nibbler,8571,915,696914,24700,300
Dried Notch Jaw,8550,0,232117,2690,65
Dried Octopus,8512,18222,12418406,17900,6231
Dried Oily Shiner,8646,0,2391,6100,4
Dried Pacu,8592,302,44785,13400,14
Dried Pearl Oyster Flesh,6520,0,526165,60500,83
Dried Perch,8549,0,147085,3270,75
Dried Pike,8673,0,8,4970,1
Dried Pintado,8578,0,15532495,5650,13256
Dried Piranha,8539,29,25961,15800,3
Dried Pomfret,8605,0,151481,6300,17
Dried Porcupine Fish,8631,0,237799,8350,17
Dried Porgy,8507,1130,814523,37000,540
Dried Ray,8531,0,8546877,6750,4943
Dried Red Snow Crab,8664,58,10998,15200,7
Dried Redbreasted Wrasse,8665,1019,232859,17400,338
Dried Rock Hind,8600,0,754078,2570,213
Dried Rockfish,8510,0,2553295,5800,1361
Dried Rosefish,8583,0,398349,2630,146
Dried Rosy Bitterling,8595,0,76877,3160,7
Dried Round Herring,8564,0,3269201,2690,1914
Dried Roundtail Paradisefish,8596,0,222873,3300,50
Dried Salmon,8505,0,299486,4800,48
Dried Sandeel,8638,0,1221341,3130,276
Dried Sandfish,8582,0,821591,2960,182
Dried Sardine,8563,50,104161,5900,27
Dried Saurel,8509,0,42645070,2540,20748
Dried Scorpion Fish,8535,0,43250099,2780,15529
Dried Sea Bass,8525,268,78486,17700,21
Dried Sea Eel,8557,0,1508836,7950,268
Dried Seahorse,8532,0,43729,3300,8
Dried Sharpbelly,8670,0,3833,5350,39
Dried Shellfish,8515,0,78620,2780,29
Dried Shuttles Hoppfish,8645,15,1457,6850,3
Dried Siganid,8572,2113,3335397,14100,2323
Dried Silver Carp,8678,8,690,11400,9
Dried Silver Stripe Round Herring,8565,0,25119,2820,5
Dried Skipjack,8530,0,17538139,7050,8161
Dried Smelt,8594,0,190579,5200,77
Dried Smokey Chromis,8576,62,85094,17800,6
Dried Snakehead,8521,88,92972,17200,38
Dried Soho Bitterling,8590,0,91679,2210,7
Dried Spined Bittering,8677,0,3574,5900,34
Dried Spined Loach,8650,0,2207,5600,4
Dried Spotted Barbel,8639,66,25821,17700,45
Dried Squid,8511,0,560388,5800,160
Dried Starfish,8533,0,292006,2070,126
Dried Stickleback,8654,34,6175,8950,13
Dried Stippled Gunnel,8663,1,564956,11000,733
Dried Stone Moroko,8652,230,109871,14500,77
Dried Striped Catfish,8568,0,47469283,3050,22505
Dried Striped Shiner,8588,9,359748,5700,43
Dried Stumpy Bullhead,8644,0,460723,7050,123
Dried Sturgeon,8538,0,292,45100,0
Dried Sunfish,8524,22,108403,36800,2
Dried Surfperch,8574,0,39400550,2300,17240
Dried Sweetfish,8543,0,418759,6400,196
Dried Swellfish,8508,2011,2542826,15000,1598
Dried Swiri,8537,0,28048,50500,24
Dried Swordfish,8527,1015,1738512,12900,843
Dried Tapertail Anchovy,8598,945,755229,9850,396
Dried Terrapin,8544,0,1222673,6250,345
Dried Thresher Shark,8667,0,58,35500,0
Dried Tiger Shark,8668,0,108,38800,0
Dried Tilefish,8630,3,93043,20600,18
Dried Tongue Sole,8632,0,32342,2990,5
Dried Trout,8518,0,701517,6350,201
Dried Tuna,8502,152,209370,20900,64
Dried Ussurian Bullhead,8680,0,3348,5400,28
Dried Whiting,8566,0,6326398,2540,3995
Dried Yalu Grayling,8672,228,3357,11500,27
Dried Yellowfin Sculpin,8555,0,819038,8400,192
Dried Yellowfin Sole,8662,1119,647772,15000,1113
Dried Yellow-Head Catfish,8593,31,129465,10700,54
Dried-Up Seed,6942,0,1127,18600,1
Dry Mane Grass,5404,0,141923060,405,92710
Dry Mane Grass Seed,6904,14878,362585,2040,187
Dusk Laden Cotton Fabric,5863,52,293691,7000000,141
Duvencrune Antique Bench,2387,0,5457,2520000,1
Duvencrune Beam Stand,24848,0,312,2590000,1
Duvencrune Bronk Lamp,24242,0,1547,4470000,0
Duvencrune Crescent Lamp,24243,0,2829,8050000,1
Duvencrune Decoration Holder,24851,0,460,2980000,0
Duvencrune Fabric Holder,24850,0,2404,5600000,1
Duvencrune Fragrant Bedside Table,24855,0,233,3020000,1
Duvencrune Giant Wood Wardrobe,24859,0,867,3740000,1
Duvencrune Hardwood Bedside Table,24856,0,552,3000000,1
Duvencrune Interlocking Chair,2392,0,6598,2000000,2
Duvencrune Lamp Bedside Table,24857,0,698,3020000,1
Duvencrune Large Thuja Bookshelf,24854,0,5080,6000000,2
Duvencrune Leaf Bedside Table,24858,0,322,3500000,0
Duvencrune Multipurpose Toolbox,24849,0,1697,3730000,1
Duvencrune Rhomboid Holder,24852,0,338,2980000,0
Duvencrune Small Thuja Bookshelf,24853,0,7094,5050000,4
Duvencrune Sunset Chandelier,2846,5,36183,11200000,8
Duvencrune Target Dining Table,24860,0,323,3000000,0
Duvencrune Three Wood Display Stand,24847,0,1231,3880000,1
Duvencrune Vertical Bench,2389,0,1895,2500000,1
Duvencrune Vintage Wooden Bench,2390,0,3419,2520000,1
Duvencrune Wide Bench,2388,0,4656,2520000,1
Duvencrune Wooden Anvil Chair,2393,0,1769,2000000,1
Duvencrune Wooden Dining Table,24861,0,385,3000000,1
Duvencrune Wooden Memorial Chair,2391,0,10243,2000000,1
Duvencrune Wooden Square Chair,2394,0,4416,2010000,1
Dwarf Mushroom,5409,39255,99148171,625,35147
Dwarf Mushroom Hypha,6909,181,15782,16400,5
Egg,9064,0,926246997,4750,577733
Eilton Four-tiered Shelf,24513,0,39,3110000,1
Eilton Horizontal Partition,24511,4,112,3070000,3
Eilton Meal,9640,10021,66632,49500,494
Eilton Sandwich,9369,4828,26113,33000,443
Eilton Vertical Partition,24519,6,1211,7700000,15
Elder Tree Plank,4673,71628,45013318,1870,69104
Elder Tree Plywood,4674,126825,15129063,14900,24282
Elder Tree Sap,5014,0,146239087,4390,75393
Elder Tree Timber,4611,10000,622927572,990,419488
Elisha Belt,12204,182,369605,45200,8
Elisha Earring,11804,25,496625,30200,68
Elisha Necklace,11604,37,350387,51500,32
Elisha Ring,12004,10,643641,30200,59
Elixir of Advanced Concentration,701,0,619940,69000,908
Elixir of Agile Spells,693,1975,2513966,79500,1537
Elixir of Amity,664,3298,1369871,29400,384
Elixir of Armor,1157,0,198723,1630000,348
Elixir of Assassination,696,11087,4419775,180000,4215
Elixir of Brawn,1188,0,2950,18800,52
Elixir of Brutal Carnage,719,225,611655,525000,597
Elixir of Brutal Perforation,681,202,1384957,407000,1461
Elixir of Burn Removal,728,8767,357936,5550,24
Elixir of Carnage,718,2689,3470870,127000,1985
Elixir of Clear Mentality,711,82,434296,40700,27
Elixir of Concentration,700,16402,3795812,37900,5010
Elixir of Corrupted Armor,1160,0,11869,2180000,31
Elixir of Death,686,13025,3012550,128000,2636
Elixir of Deep Sea,771,0,207384,6050000,9
Elixir of Demihuman Hunt,678,20132,36553056,25600,48914
Elixir of Destruction,1180,0,15252,25000,457
Elixir of Detection,698,0,1292353,680000,1186
Elixir of Draining,676,28569,9583295,33900,6705
Elixir of Endless Frenzy,673,0,4046444,800000,4610
Elixir of Endless Fury,705,0,2428564,102000,1408
Elixir of Endless Persistence,1185,0,815,14500,6
Elixir of Endurance,722,2077,667605,39100,1707
Elixir of Energy,682,9443,11534073,61500,6030
Elixir of Expert Training,754,4102,1200811,152000,249
Elixir of Flowing Time,750,1302,3474513,172000,1258
Elixir of Flowing Wind,689,0,870912,198000,245
Elixir of Frenzy,672,0,35342949,233000,36138
Elixir of Fury,704,12029,17690315,47100,9640
Elixir of Hemostasis,730,1098,138870,540,55
Elixir of Human Hunt,670,5,7351040,12400,6945
Elixir of Improved Mastery,1158,0,78750,615000,97
Elixir of Indignation,799,1003,183477,1670000,2368
Elixir of Infinite Skill,1154,356,36557,239000,131
Elixir of Intrepid Swiftness,691,11060,2017120,166000,975
Elixir of Labor,1156,1510,1076633,22300,4601
Elixir of Lethal Assassin,697,4205,814021,494000,1286
Elixir of Lethal Destruction,1181,0,706,16000,20
Elixir of Life,708,0,3024564,49200,3211
Elixir of Mastery,1155,68,758556,61000,580
Elixir of Mentality,710,263,413762,11100,74
Elixir of Overwhelming Endurance,723,0,160411,121000,226
Elixir of Perfect Human Hunt,671,11262,1378799,70000,1163
Elixir of Perforation,680,14807,7812678,184000,12593
Elixir of Persistence,1184,0,7334,25000,57
Elixir of Raw Brawn,1189,0,1145,14800,28
Elixir of Regeneration,6395,1,92573,17700000,55
